POS	Word	SenseKey	Sense Number	Total Senses	BNC Count	Tag Count	Sum Tag Count	Synset	Gloss
n	name	name%1:10:00::	1	6	32309	94	104	SID-06344646-N----{name}	a language unit by which a person or thing is known; "his name really is George Washington"; "those are two names for the same thing"
n	name	name%1:26:00::	2	6	32309	6	104	SID-14462254-N----{name}	a person's reputation; "he wanted to protect his good name"
n	result	result%1:11:00::	3	4	32259	24	132	SID-07307418-N----{result, resultant, final_result, outcome, termination}	something that results; "he listened for the results on the radio"
n	body	body%1:08:00::	1	11	32231	113	168	SID-05223633-N----{body, organic_structure}	the entire physical structure of an organism (an animal, plant, or human being); "he felt as if his whole body were on fire"
n	body	body%1:08:01::	5	11	32231	7	168	SID-05557463-N----{torso, trunk, body}	the body excluding the head and neck and limbs; "they moved their arms and legs and bodies"
n	body	body%1:08:02::	3	11	32231	14	168	SID-05225115-N----{body, dead_body}	a natural object consisting of a dead animal or person; "they found the body in the lake"
n	friend	friend%1:18:02::	3	5	31927	1	171	SID-09783207-N----{acquaintance, friend}	a person with whom you are acquainted; "I have trouble remembering the names of all my acquaintances"; "we are friends of the family"
n	ally	ally%1:18:00::	2	2	2381	1	4	SID-09804483-N----{ally, friend}	an associate who provides cooperation or assistance; "he's a good ally in fight"
n	right_wing	right_wing%1:14:00::	1	1	0	0	0	SID-08433609-N----{right, right_wing}	those who support political or social or economic conservatism; those who believe that things are better left unchanged
n	right	right%1:07:01::	7	8	31873	1	82	SID-04857572-N----{right, rightfulness}	anything in accord with principles of justice; "he feels he is in the right"; "the rightfulness of his claim"
n	authority	authority%1:18:01::	2	7	31231	5	30	SID-09844011-N----{authority}	(usually plural) persons who exercise (administrative) control over others; "the authorities have issued a curfew"
n	authority	authority%1:18:00::	3	7	31231	3	30	SID-09843763-N----{authority}	an expert whose views are taken as definitive; "he is an authority on corporate law"
n	view	view%1:09:02::	1	10	31102	36	80	SID-06218486-N----{position, view, perspective}	a way of regarding situations or topics etc.; "consider what follows from the positivist view"
n	view	view%1:09:01::	2	10	31102	12	80	SID-05941982-N----{view, aspect, prospect, scene, vista, panorama}	the visual percept of a region; "the most desirable feature of the park are the beautiful views"
n	view	view%1:10:00::	6	10	31102	4	80	SID-06794876-N----{opinion, view}	a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof; "his opinions appeared frequently on the editorial page"
n	paper	paper%1:10:01::	2	7	23694	21	72	SID-06421395-N----{composition, paper, report, theme}	an essay (especially one written as an assignment); "he got an A on his composition"
n	report	report%1:10:00::	3	7	30857	10	72	SID-06694296-N----{report, news_report, story, account, write_up}	a short account of the news; "the report of his speech"; "the story was on the 11 o'clock news"; "the account of his speech that was given on the evening news made the governor furious"
n	report	report%1:10:03::	1	7	30857	50	72	SID-07233130-N----{report, study, written_report}	a written document describing the findings of some individual or group; "this accords with the recent study by Hill and Dale"
n	chip	chip%1:17:00::	1	9	3535	1	2	SID-09244958-N----{bit, chip, flake, fleck, scrap}	a small fragment of something broken off from the whole; "a bit of rock caught him in the eye"
n	morsel	morsel%1:13:00::	2	2	0	1	2	SID-07594641-N----{morsel, bit, bite}	a small amount of solid food; a mouthful; "all they had left was a bit of bread"
n	paper	paper%1:27:00::	1	7	23694	30	72	SID-14998823-N----{paper}	a material made of cellulose pulp derived mainly from wood or rags or certain grasses
n	grimace	grimace%1:10:00::	1	1	0	0	0	SID-06890628-N----{grimace, face}	a contorted facial expression; "she made a grimace at the prospect"
n	cheek	cheek%1:07:00::	4	4	3368	0	22	SID-04845441-N----{boldness, nerve, brass, face, cheek}	impudent aggressiveness; "I couldn't believe her boldness"; "he had the effrontery to question my honesty"
n	face	face%1:08:00::	1	13	30624	193	247	SID-05608392-N----{face, human_face}	the front of the human head from the forehead to the chin and ear to ear; "he washed his face"; "I wish I had seen the look on his face when he got the news"
n	market	market%1:06:00::	3	5	30596	4	27	SID-03466317-N----{grocery_store, grocery, food_market, market}	a marketplace where groceries are sold; "the grocery store included a meat market"
n	hour	hour%1:28:01::	2	4	30218	22	115	SID-15253174-N----{hour, time_of_day}	clock time; "the hour is getting late"
n	hour	hour%1:28:00::	1	4	30218	92	115	SID-15252642-N----{hour, hr, 60_minutes}	a period of time equal to 1/24th of a day; "the job will take more than an hour"
n	rate	rate%1:07:00::	3	4	30179	1	108	SID-05065731-N----{pace, rate}	the relative speed of progress or change; "he lived at a fast pace"; "he works at a great rate"; "the pace of events accelerated"
n	law	law%1:14:00::	1	7	30169	50	96	SID-08458195-N----{law, jurisprudence}	the collection of rules imposed by authority; "civilization presupposes respect for the law"; "the great problem for jurisprudence to allow freedom while enforcing order"
n	law	law%1:09:00::	3	7	30169	11	96	SID-05879538-N----{law, natural_law}	a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society
n	law	law%1:14:01::	7	7	30169	1	96	SID-08226608-N----{police, police_force, constabulary, law}	the force of policemen and officers; "the law came looking for him"
n	door	door%1:06:00::	1	5	30166	98	139	SID-03226423-N----{door}	a swinging or sliding barrier that will close the entrance to a room or building or vehicle; "he knocked on the door"; "he slammed the door as he left"
n	court	court%1:14:00::	1	11	29976	42	52	SID-08346380-N----{court, tribunal, judicature}	an assembly (including one or more judges) to conduct judicial business
n	court	court%1:14:01::	3	11	29976	3	52	SID-08068698-N----{court, royal_court}	the sovereign and his advisers who are the governing power of a state
n	court	court%1:06:00::	10	11	29976	0	52	SID-03124849-N----{court, courtyard}	an area wholly or partly surrounded by walls or buildings; "the house was built around an inner court"
n	office	office%1:06:00::	1	7	29943	62	94	SID-03847186-N----{office, business_office}	place of business where professional or clerical duties are performed; "he rented an office in the new building"
n	war	war%1:04:02::	3	4	29722	1	106	SID-01238861-N----{war, warfare}	an active struggle between competing entities; "a price war"; "a war of wits"; "diplomatic warfare"
n	reason	reason%1:26:00::	4	6	29194	1	110	SID-14403234-N----{rationality, reason, reasonableness}	the state of having good sense and sound judgment; "his rationality may have been impaired"; "he had to rely less on reason than on rousing their emotions"
n	reason	reason%1:10:01::	2	6	29194	29	110	SID-06752739-N----{reason}	an explanation of the cause of some phenomenon; "the reason a steady state was never reached was that the back pressure built up too slowly"
n	minister	minister%1:18:02::	2	4	29141	0	10	SID-10340521-N----{minister, government_minister}	a person appointed to a high office in the government; "Minister of Finance"
n	minister	minister%1:18:00::	1	4	29141	10	10	SID-10003102-N----{curate, minister_of_religion, minister, parson, pastor, rector}	a person authorized to conduct religious worship; "clergymen are usually called ministers in Protestant churches"
n	subject	subject%1:06:00::	2	8	29091	14	62	SID-04354303-N----{subject, content, depicted_object}	something (a person or object or scene) selected by an artist or photographer for graphic representation; "a moving picture of a train is more dramatic than a still picture of the same subject"
n	subject	subject%1:10:00::	1	8	29091	20	62	SID-06612141-N----{subject, topic, theme}	the subject matter of a conversation or discussion; "he didn't want to discuss that subject"; "it was a very sensitive topic"; "his letters were always on the theme of love"
n	person	person%1:03:00::	1	3	28981	6833	6834	SID-00007846-N----{person, individual, someone, somebody, mortal, soul}	a human being; "there was too much for one person to do"
n	condition	condition%1:10:02::	7	8	23742	0	87	SID-06783666-N----{condition, strings, term}	(usually plural) a statement of what is required as part of an agreement; "the contract set out the conditions of the lease"; "the terms of the treaty were generous"
n	term	term%1:10:00::	1	7	28896	37	55	SID-06314878-N----{term}	a word or expression used for some particular thing; "he learned many medical terms"
n	period	period%1:28:02::	2	7	28300	2	96	SID-15315015-N----{period}	the interval taken to complete one cycle of a regularly repeating phenomenon
n	period	period%1:28:00::	1	7	28300	94	96	SID-15137796-N----{time_period, period_of_time, period}	an amount of time; "a time period of 30 years"; "hastened the period of time of his recovery"; "Picasso's blue period"
n	society	society%1:14:00::	1	4	28150	88	94	SID-07982754-N----{society}	an extended social group having a distinctive cultural and economic organization
n	process	process%1:04:00::	1	6	28035	63	66	SID-01025762-N----{procedure, process}	a particular course of action intended to achieve a result; "the procedure of obtaining a driver's license"; "it was a process of trial and error"
n	mother	mother%1:18:00::	1	5	27784	100	100	SID-10352098-N----{mother, female_parent}	a woman who has given birth to a child (also used as a term of address to your mother); "the mother of three children"
n	voice	voice%1:07:01::	9	11	27665	2	170	SID-05209552-N----{voice}	the ability to speak; "he lost his voice"
n	voice	voice%1:18:00::	8	11	27665	2	170	SID-10657783-N----{spokesperson, interpreter, representative, voice}	an advocate who represents someone else's policy or purpose; "the meeting was attended by spokespersons for all the major organs of government"
